,Provider,PotentialFraud,AttendingPhysician,logattnd,BeneID,logpts,meanDiagCodes,DiagcodesRange,meanProcCodes,ProcCodesRange,MeanReimburse,ReimburseRange,ClaimCount,LogClmsPerPhysician,LogClmsPerPatnt
12,PRV52935,No,1,0.6931471805599453,85,4.454347296253507,2.5785714285714287,10,0.0,0,363.57142857142856,3300,280,5.625199921560038,1.2219296555173855
13,PRV56454,No,37,3.6375861597263857,86,4.465908118654584,2.270440251572327,9,0.0,0,276.1635220125786,3300,159,1.4807260140895389,0.6671225860539067
14,PRV56213,No,21,3.091042453358316,355,5.87493073085203,2.4650077760497666,10,0.0015552099533437014,1,250.48211508553655,3300,643,3.4244083788273496,0.6477399950204282
15,PRV52314,No,79,4.382026634673881,161,5.087596335232384,2.4863387978142075,9,0.0,0,235.95628415300547,3300,183,0.882180542328023,0.21234575880239792
16,PRV51012,No,14,2.70805020110221,31,3.4657359027997265,2.5625,7,0.0,0,351.875,3300,48,1.2601993065550559,0.49949433337744586
17,PRV51063,No,3,1.3862943611198906,115,4.7535901911063645,2.51006711409396,10,0.0,0,343.02013422818794,3300,149,3.904024323685573,0.33328109197576594
18,PRV52587,No,3,1.3862943611198906,68,4.23410650459726,2.423357664233577,10,0.0,0,283.94160583941607,3300,137,3.8202355173078124,0.74877564617814
19,PRV52559,No,7,2.0794415416798357,207,5.337538079701318,2.512534818941504,10,0.0,0,252.75766016713092,3300,359,3.9379354297457385,0.6066169996151776
20,PRV52679,No,2,1.0986122886681098,36,3.6109179126442243,2.641509433962264,9,0.0,0,303.77358490566036,2500,53,3.2759424710924345,0.4522299752368019
21,PRV52614,No,3,1.3862943611198906,94,4.553876891600541,2.7628205128205128,10,0.0,0,272.3076923076923,3300,156,3.949843556598835,0.5649716689300688
22,PRV52684,No,2,1.0986122886681098,105,4.663439094112067,2.6341463414634148,9,0.0,0,312.390243902439,5700,205,4.625855264508103,0.7189099661863637
23,PRV52795,No,11,2.4849066497880004,13,2.6390573296152584,2.0526315789473686,9,0.0,0,323.6842105263158,2700,19,0.6019656143366705,0.4449518533937843
24,PRV57149,No,46,3.8501476017100584,129,4.867534450455582,2.3146853146853146,9,0.0,0,191.53846153846155,3000,143,1.165653923043795,0.18933126967429853
25,PRV53779,No,27,3.332204510175204,48,3.8918202981106265,2.857142857142857,9,0.0,0,253.6734693877551,2900,49,0.6492699558825661,0.11388273181274187
26,PRV53606,No,37,3.6375861597263857,74,4.31748811353631,2.4210526315789473,9,0.0,0,154.60526315789474,2100,76,0.7670939863708341,0.11946008049111562
27,PRV53791,No,26,3.295836866004329,85,4.454347296253507,2.883720930232558,8,0.0,0,234.7674418604651,2500,86,1.2256620647684966,0.10584151982502245
28,PRV56835,No,6,1.9459101490553132,52,3.970291913552122,2.2718446601941746,9,0.0,0,239.2233009708738,3300,103,2.847122233741334,0.7325546007288691
29,PRV52527,No,1,0.6931471805599453,73,4.30406509320417,2.4625,10,0.0,0,304.5625,3300,160,5.065854535226184,0.829198167193232
30,PRV55357,No,1,0.6931471805599453,106,4.672828834461906,2.409937888198758,9,0.0,0,231.49068322981367,3300,161,5.072081166635138,0.48163858525770326
31,PRV55338,No,1,0.6931471805599453,44,3.8066624897703196,3.239130434782609,9,0.0,0,191.08695652173913,1900,46,3.820884310888137,0.13559413532732884
32,PRV55232,No,18,2.9444389791664403,68,4.23410650459726,2.7848101265822787,9,0.0,0,409.24050632911394,3300,79,1.5010621825002235,0.2323759082501052
33,PRV55172,Yes,37,3.6375861597263857,56,4.04305126783455,2.847457627118644,9,0.03389830508474576,2,1976.2711864406779,102500,59,0.5271892500769445,0.1426996443231642
34,PRV55304,No,2,1.0986122886681098,122,4.812184355372417,2.357843137254902,9,0.0,0,374.1666666666667,14400,204,4.620970080807237,0.5721055219540692
35,PRV55166,No,28,3.367295829986474,70,4.2626798770413155,2.3194444444444446,9,0.0,0,274.1666666666667,3300,72,0.9822696646030076,0.12082242162564871
36,PRV55313,No,1,0.6931471805599453,129,4.867534450455582,2.6822916666666665,9,0.0,0,299.0104166666667,3300,192,5.248070944529865,0.46263701492537745
37,PRV55225,Yes,26,3.295836866004329,55,4.02535169073515,2.43859649122807,9,0.0,0,357.719298245614,3300,57,0.8291912729934761,0.12766756972699064
38,PRV54786,Yes,9,2.302585092994046,697,6.548219102762372,2.599544072948328,10,0.0,0,316.03343465045594,11900,1316,4.98470145645474,0.687161669901434
39,PRV54761,No,8,2.1972245773362196,483,6.182084906716632,2.670316301703163,9,0.0,0,262.82238442822387,3300,822,4.632023612059974,0.5888017714518817
40,PRV54813,No,1,0.6931471805599453,711,6.568077911411976,2.5643939393939394,10,0.001893939393939394,2,284.1193181818182,5300,1056,6.952388772778843,0.4607176340784176
41,PRV54090,No,14,2.70805020110221,105,4.663439094112067,2.430379746835443,8,0.0,0,251.51898734177215,3100,158,2.431651679513242,0.4728861007750049
42,PRV54075,Yes,16,2.833213344056216,890,6.792344427470809,2.6119704102219234,10,0.0,0,276.7451244115669,5500,1487,4.532378504689096,0.5714132063172709
43,PRV51948,Yes,7,2.0794415416798357,236,5.4680601411351315,2.7096774193548385,10,0.0,0,293.4139784946237,3300,372,3.9734387885582696,0.516531950541966
44,PRV53762,Yes,94,4.553876891600541,500,6.2166061010848646,2.6722846441947565,10,0.0,0,314.1011235955056,15800,534,1.7544463776650925,0.15527459693333373
45,PRV52140,No,8,2.1972245773362196,18,2.9444389791664403,3.6315789473684212,7,0.0,0,270.0,3170,19,0.9050416803953897,0.14407390328682632
46,PRV55000,No,138,4.9344739331306915,626,6.440946540632921,2.672566371681416,10,0.0,0,275.39823008849555,8300,678,1.611972195706556,0.16809567332174646
47,PRV52063,No,139,4.941642422609304,655,6.486160788944089,2.455965909090909,10,0.0,0,280.12784090909093,6020,704,1.6417858035441306,0.1610917501289665
48,PRV57672,Yes,1,0.6931471805599453,342,5.8377304471659395,2.6705882352941175,9,0.0,0,278.09411764705885,3700,425,6.042376456896483,0.2946480463021206
49,PRV54885,No,153,5.0369526024136295,257,5.552959584921617,2.567857142857143,10,0.0,0,219.28571428571428,3300,280,0.6574918963971466,0.1734925054282726
50,PRV54927,No,40,3.713572066704308,94,4.553876891600541,2.411764705882353,9,0.0,0,221.5686274509804,2300,102,0.9743191051606882,0.16973514452311642
51,PRV54882,Yes,117,4.770684624465665,191,5.2574953720277815,2.737556561085973,9,0.004524886877828055,1,274.57013574660635,3300,221,0.6874949664467448,0.22873388545276938
52,PRV57177,Yes,18,2.9444389791664403,228,5.43372200355424,2.531568228105906,9,0.0,0,243.11608961303463,3300,491,3.3091782822501656,0.8124465433147322
53,PRV56557,No,42,3.7612001156935624,57,4.060443010546419,2.292307692307692,7,0.0,0,349.0769230769231,2900,65,0.49910762820497256,0.21523302603057745
54,PRV57674,No,3,1.3862943611198906,158,5.0689042022202315,2.668280871670702,9,0.0,0,322.5665859564165,3500,413,4.922236062303939,0.9983346196800176
55,PRV51459,Yes,7,2.0794415416798357,2857,7.957877358489813,2.616747572815534,10,0.0007281553398058253,3,281.78276699029124,7030,8240,7.069502991054065,1.0933096251104668
56,PRV57103,Yes,154,5.043425116919247,783,6.664409020350408,2.651980198019802,10,0.0004950495049504951,1,290.9752475247525,3400,2020,2.5814305946912572,0.9857377813354805
57,PRV57112,No,6,1.9459101490553132,110,4.709530201312334,2.292307692307692,9,0.0,0,286.2307692307692,3100,130,3.078722125233741,0.24819571180025607
58,PRV57117,Yes,15,2.772588722239781,99,4.605170185988092,2.6341463414634148,9,0.0,0,279.4308943089431,3300,123,2.115597102355648,0.29438363501094494
59,PRV57128,No,11,2.4849066497880004,56,4.04305126783455,2.3,8,0.0,0,335.5,3290,60,1.713724281921141,0.15806069351455448
60,PRV51910,No,3,1.3862943611198906,49,3.912023005428146,2.3902439024390243,9,0.0,0,340.8536585365854,3300,82,3.3084431795167077,0.5727451807635416
61,PRV54837,Yes,12,2.5649493574615367,728,6.591673732008658,2.5246880086814976,10,0.0005425935973955507,1,284.35160065111234,16300,1843,5.03406176425354,0.9675763065577285
62,PRV52041,Yes,8,2.1972245773362196,918,6.823286122355687,2.6381962864721484,10,0.0,0,320.9442970822281,6060,1885,5.461417182230095,0.767026876734995
63,PRV53680,No,21,3.091042453358316,25,3.258096538021482,2.3703703703703702,8,0.0,0,292.22222222222223,2200,27,0.3257740229912685,0.16514841618679674
64,PRV54787,No,35,3.58351893845611,53,3.9889840465642745,2.7735849056603774,8,0.0,0,298.49056603773585,4200,53,0.47862460214423785,0.09513867086828888
65,PRV57519,No,72,4.290459441148391,131,4.882801922586371,2.393103448275862,9,0.0,0,208.82758620689654,3300,145,0.7483970174474597,0.18796041314053313
66,PRV52260,No,3,1.3862943611198906,62,4.143134726391533,2.984126984126984,8,0.0,0,204.44444444444446,2500,63,3.045961048052872,0.10971965102447669
67,PRV53770,No,79,4.382026634673881,171,5.147494476813453,2.710227272727273,10,0.0,0,238.75,3300,176,0.84482314259875,0.12149133376000194
68,PRV55855,No,3,1.3862943611198906,77,4.356708826689592,2.745614035087719,10,0.0,0,203.0701754385965,1800,114,3.6368952409080957,0.4576319333354334
69,PRV54334,No,12,2.5649493574615367,49,3.912023005428146,2.5142857142857142,9,0.0,0,215.14285714285714,3300,105,2.179593888867471,0.807555601627796
70,PRV51441,No,24,3.2188758248682006,79,4.382026634673881,2.7529411764705882,9,0.0,0,342.70588235294116,3300,85,1.29203631401047,0.16195998328986466
71,PRV55210,No,7,2.0794415416798357,68,4.23410650459726,2.735632183908046,10,0.0,0,290.11494252873564,3300,174,3.2157382401755843,0.9777422257286843
72,PRV52521,No,26,3.295836866004329,88,4.48863636973214,2.5309734513274336,8,0.0,0,221.23893805309734,3000,113,1.4916635272593324,0.324938121036997
73,PRV53808,Yes,144,4.976733742420574,284,5.652489180268651,2.4395973154362416,9,0.0,0,245.13422818791946,3300,298,0.7744048773754442,0.1391172380018395
74,PRV55847,No,5,1.791759469228055,105,4.663439094112067,2.4594594594594597,9,0.0,0,218.7027027027027,2800,185,3.6116243577717655,0.6215099107839505
75,PRV51578,Yes,218,5.389071729816501,1168,7.063903961472068,2.567489114658926,10,0.0,0,285.86357039187226,14100,1378,1.8595444293462995,0.24669164160156531
76,PRV53628,No,40,3.713572066704308,175,5.170483995038151,2.505050505050505,10,0.0,0,322.1212121212121,4040,198,1.6191432250148567,0.20812243475619976
77,PRV53613,No,36,3.6109179126442243,117,4.770684624465665,2.6666666666666665,10,0.0,0,261.25,3300,120,1.2332619579449646,0.11827480050396887
78,PRV52631,No,6,1.9459101490553132,804,6.690842277418564,2.6187322611163673,10,0.0,0,304.399243140965,17300,1057,5.170333666086924,0.3468894071579214
79,PRV55175,No,102,4.634728988229636,247,5.5134287461649825,2.6370106761565837,9,0.0,0,226.33451957295372,3300,281,1.048942902688141,0.21317867843392738
80,PRV51455,No,19,2.995732273553991,25,3.258096538021482,2.64,8,0.0,0,274.0,2590,25,0.3471983041376824,0.09494662275822063
81,PRV51428,No,39,3.6888794541139363,62,4.143134726391533,3.032258064516129,9,0.0,0,274.83870967741933,3300,62,0.5243355923815934,0.09516356513673095
82,PRV52241,No,4,1.6094379124341003,22,3.1354942159291497,2.0869565217391304,3,0.0,0,247.3913043478261,3300,23,1.763987515174797,0.13538678073135868
83,PRV54681,No,125,4.836281906951478,285,5.655991810819852,2.7574750830564785,10,0.0,0,211.9269102990033,3300,301,0.9194088157580798,0.14505512146693328
84,PRV55263,No,32,3.4965075614664802,247,5.5134287461649825,2.6614420062695925,9,0.0,0,325.23510971786834,3300,319,2.3091272204186075,0.33034327172725914
85,PRV52048,No,65,4.189654742026425,98,4.59511985013459,2.6574074074074074,9,0.0,0,359.44444444444446,3300,108,0.5660424523642332,0.18392724586471323
86,PRV52037,No,86,4.465908118654584,159,5.075173815233827,2.7660818713450293,9,0.0,0,307.953216374269,3300,171,0.7362741552179406,0.16161197157768672
87,PRV52064,Yes,41,3.7376696182833684,1499,7.313220387090301,2.6350677120456165,10,0.0003563791874554526,1,274.29793300071276,5900,2806,4.227159765338385,0.6789986211084973
88,PRV55037,No,5,1.791759469228055,437,6.082218910376446,2.6927899686520376,10,0.0,0,309.8119122257053,4500,638,4.847687326545307,0.44463506715963064
89,PRV53294,No,20,3.044522437723423,230,5.442417710521793,2.6168384879725086,9,0.0,0,310.58419243986253,9030,582,3.373670546559886,0.9671073246831247
90,PRV55039,Yes,45,3.828641396489095,638,6.459904454377535,2.7725703009373457,10,0.0014800197335964479,2,275.8756783423779,14200,2027,3.8096455203699273,1.1869485679213305
91,PRV56967,No,4,1.6094379124341003,79,4.382026634673881,2.9450549450549453,10,0.0,0,279.56043956043953,2400,91,3.1264651780008124,0.2245449230663645
92,PRV56642,No,1,0.6931471805599453,103,4.6443908991413725,2.6382978723404253,10,0.0,0,322.1985815602837,3300,141,4.9395256151527045,0.3844451592621935
93,PRV56575,Yes,14,2.70805020110221,459,6.131226489483141,2.6220362622036264,10,0.0,0,274.10041841004187,3300,717,3.937256548620288,0.5080562755675104
94,PRV56689,Yes,16,2.833213344056216,796,6.680854678790215,2.66164994425864,10,0.0,0,281.7892976588629,3400,1794,4.719881536815906,0.8560057779956216
95,PRV56828,No,21,3.091042453358316,131,4.882801922586371,2.4225352112676055,9,0.0,0,285.28169014084506,3300,142,1.9255159277497484,0.16880286144938514
96,PRV56760,No,7,2.0794415416798357,403,6.0014148779611505,2.7418351477449456,10,0.0,0,292.84603421461895,3300,643,4.519896631529584,0.5279740897370805
97,PRV56974,No,1,0.6931471805599453,1,0.6931471805599453,2.0,0,0.0,0,80.0,0,1,0.08626852688737491,0.08626852688737491
98,PRV56696,No,19,2.995732273553991,26,3.295836866004329,3.185185185185185,8,0.0,0,156.2962962962963,700,27,0.41891104009553515,0.12932706508257913
99,PRV57031,No,6,1.9459101490553132,131,4.882801922586371,2.5474452554744524,10,0.0,0,310.94890510948903,3300,137,3.13093344436758,0.13603474467682786
100,PRV54510,No,26,3.295836866004329,75,4.330733340286331,2.577181208053691,9,0.0,0,276.8456375838926,3300,149,1.762770990032024,0.7354409617546063
101,PRV54966,Yes,10,2.3978952727983707,1289,7.162397497355718,2.5863028953229397,10,0.0005567928730512249,1,279.51559020044544,3300,1796,5.190289849939302,0.4010000559669664
102,PRV56591,Yes,33,3.5263605246161616,74,4.31748811353631,2.921259842519685,9,0.0,0,294.96062992125985,3290,127,1.373036612833332,0.5966276493281845
103,PRV56710,No,17,2.8903717578961645,46,3.8501476017100584,2.6140350877192984,8,0.0,0,257.719298245614,2300,57,1.238655356056301,0.29181934000656456
104,PRV56647,Yes,46,3.8501476017100584,58,4.07753744390572,2.774193548387097,8,0.0,0,230.80645161290323,3300,62,0.36986082828125705,0.15596153462214465
105,PRV56811,No,37,3.6375861597263857,52,3.970291913552122,2.1666666666666665,7,0.0,0,278.7037037037037,3300,54,0.44408635798833923,0.1295024258542046
106,PRV56648,No,23,3.1780538303479458,48,3.8918202981106265,2.3469387755102042,9,0.0,0,304.8979591836735,3300,49,0.8017813411168477,0.11388273181274187
107,PRV56615,No,31,3.4657359027997265,97,4.584967478670572,2.6666666666666665,10,0.0,0,227.38095238095238,2400,126,1.4262853106436246,0.3356398700372365
108,PRV56762,No,13,2.6390573296152584,34,3.5553480614894135,2.4210526315789473,7,0.0,0,202.89473684210526,1400,38,1.1055316713196965,0.1966504361098194
109,PRV56852,No,5,1.791759469228055,9,2.302585092994046,2.6,6,0.0,0,98.0,690,20,1.4090377503456648,0.8414619330958449
110,PRV55943,No,10,2.3978952727983707,491,6.198478716492308,2.60844250363901,10,0.001455604075691412,1,290.05822416302766,3500,687,4.23020569809353,0.4049028433889072
111,PRV55834,No,21,3.091042453358316,200,5.303304908059076,2.689189189189189,9,0.0022522522522522522,1,306.8693693693694,11050,444,3.055546868924652,0.8415193420982684
112,PRV56421,Yes,43,3.784189633918261,65,4.189654742026425,2.8735632183908044,8,0.0,0,272.98850574712645,2700,87,0.7527290936478145,0.3634310272082366
113,PRV53259,No,38,3.6635616461296463,117,4.770684624465665,2.4759358288770055,9,0.0,0,326.47058823529414,3300,187,1.6133817170894411,0.5295417810268727
114,PRV57193,No,63,4.1588830833596715,171,5.147494476813453,2.5826972010178118,10,0.0,0,263.40966921119593,3300,393,1.846422074494745,0.8746814364997296
115,PRV57228,No,2,1.0986122886681098,321,5.7745515455444085,2.5494949494949495,9,0.00202020202020202,1,259.3333333333333,3300,495,5.50682901868347,0.4959199057398162
116,PRV57312,Yes,18,2.9444389791664403,137,4.927253685157205,2.5269461077844313,10,0.0,0,273.41317365269464,3300,334,2.9255915634142147,0.9312889991872282
117,PRV51176,No,128,4.859812404361672,399,5.991464547107982,2.5213483146067417,10,0.0,0,328.0449438202247,7500,445,1.274326206008045,0.19495826715762093
118,PRV57530,No,161,5.087596335232384,344,5.84354441703136,2.5187793427230045,9,0.0,0,271.1032863849765,3300,426,1.0100718879044819,0.29142712215137273
119,PRV52098,No,130,4.875197323201151,435,6.077642243349034,2.5458422174840085,10,0.0,0,261.5351812366738,3300,469,1.3103348181631675,0.16393364289997234
120,PRV52030,Yes,18,2.9444389791664403,1175,7.069874128458572,2.553940995156319,10,0.0,0,276.24834874504626,4200,2271,4.837841111337937,0.7093893143223943
121,PRV55920,No,64,4.174387269895637,102,4.634728988229636,2.418181818181818,9,0.0,0,232.27272727272728,3300,110,0.5980018051718146,0.16409449383962724
122,PRV52114,Yes,11,2.4849066497880004,587,6.376726947898627,2.595360824742268,10,0.0,0,264.7938144329897,4100,1164,4.661759106786364,0.7337757695538012
123,PRV56279,No,2,1.0986122886681098,29,3.4011973816621555,2.452830188679245,9,0.0,0,335.2830188679245,3300,53,3.2759424710924345,0.6559416709553895
124,PRV56251,No,9,2.302585092994046,16,2.833213344056216,3.3,8,0.0,0,298.3333333333333,3090,30,1.2324534742193471,0.6799752386531528
125,PRV56278,No,3,1.3862943611198906,18,2.9444389791664403,3.111111111111111,8,0.0,0,774.4444444444445,3290,27,2.2049832527958966,0.46948294957345527
126,PRV55246,No,88,4.48863636973214,213,5.365976015021851,2.607929515418502,10,0.0,0,252.37885462555067,3300,227,0.9855377845906611,0.15330260692804443
127,PRV56229,No,5,1.791759469228055,12,2.5649493574615367,2.5384615384615383,8,0.0,0,341.53846153846155,3280,13,0.9913278416783358,0.16757274857098384
128,PRV56640,No,14,2.70805020110221,23,3.1780538303479458,2.130434782608696,5,0.0,0,318.2608695652174,1590,23,0.5548527547169929,0.09491501659677999
129,PRV55977,Yes,15,2.772588722239781,762,6.637258031284457,2.622887864823349,10,0.0,0,285.0230414746544,9200,1302,4.464092354893216,0.5925746255468238
130,PRV52649,Yes,21,3.091042453358316,1421,7.259819610363186,2.6303339517625233,10,0.0,0,279.30890538033395,8000,2156,4.631985432460959,0.48071524333482285
131,PRV52656,No,3,1.3862943611198906,631,6.448889394146858,2.661935483870968,10,0.0,0,309.3806451612903,3300,775,5.551311262286592,0.2838169080030115
132,PRV52157,No,90,4.51085950651685,143,4.969813299576001,2.9184782608695654,10,0.0,0,274.1847826086956,3300,184,0.7627745949696187,0.32687152049253826
133,PRV54036,No,3,1.3862943611198906,97,4.584967478670572,2.55,9,0.0,0,258.9,3300,100,3.5062355862471355,0.12294441703672661
134,PRV53895,Yes,2,1.0986122886681098,576,6.3578422665081,2.6252945797329144,10,0.0,0,315.30243519245874,12300,1273,6.451154758759202,0.8372609771918632
135,PRV51148,Yes,51,3.9512437185814275,230,5.442417710521793,2.820945945945946,10,0.0,0,304.93243243243245,3300,296,1.7754240647031,0.3270714513372566
136,PRV51801,No,1,0.6931471805599453,20,3.044522437723423,2.7,8,0.0,0,251.5,3300,20,2.9908192342180913,0.09485575827510169
137,PRV51752,No,3,1.3862943611198906,69,4.248495242049359,2.4597701149425286,8,0.0,0,376.32183908045977,3300,87,3.36742183877289,0.30798961415226295
138,PRV51347,Yes,4,1.6094379124341003,947,6.854354502255021,2.6434446057087566,10,0.0004837929366231253,1,288.7760038703435,13800,2067,6.2452563005151225,0.8253410379703645
139,PRV55388,No,15,2.772588722239781,307,5.730099782973574,2.5825242718446604,10,0.0,0,260.54368932038835,3300,515,3.5383605790208708,0.5751908863526103
140,PRV54387,No,3,1.3862943611198906,235,5.4638318050256105,2.6602409638554216,9,0.0024096385542168677,1,274.0,3300,415,4.927063479770929,0.6237340258810609
141,PRV54342,No,15,2.772588722239781,27,3.332204510175204,2.607142857142857,9,0.0,0,181.42857142857142,590,28,0.6757075154309538,0.1280880595480315
142,PRV54350,Yes,84,4.442651256490317,493,6.202535517187923,2.6402877697841727,10,0.0014388489208633094,2,259.76258992805754,9000,1390,2.8121488806272343,1.0713834002379372
143,PRV54332,No,3,1.3862943611198906,531,6.2766434893416445,2.516582914572864,10,0.0,0,334.84422110552765,14200,995,5.801105125212923,0.6799543808267837
144,PRV55467,Yes,9,2.302585092994046,702,6.555356891810665,2.66031746031746,10,0.0,0,272.1058201058201,9010,1890,5.346473642415484,1.0268546490483779
145,PRV55058,No,8,2.1972245773362196,164,5.10594547390058,2.4537444933920707,9,0.0,0,279.6035242290749,7600,227,3.3477816797388065,0.39478288743340423
146,PRV54888,No,146,4.990432586778736,324,5.783825182329737,2.709443099273608,9,0.0,0,292.6876513317191,3300,413,1.0745154052689208,0.3182006204800545
147,PRV52133,No,41,3.7376696182833684,268,5.594711379601839,2.716171617161716,10,0.0,0,323.6963696369637,3300,303,2.0133607443058237,0.2074651490140294
148,PRV55111,No,2,1.0986122886681098,25,3.258096538021482,3.2413793103448274,8,0.0,0,140.3448275862069,1200,29,2.676068233192194,0.23074354646991108
149,PRV55219,No,48,3.8918202981106265,85,4.454347296253507,2.5842696629213484,9,0.0,0,196.96629213483146,1700,89,0.6697661943933125,0.13709373773219377
150,PRV51436,No,65,4.189654742026425,93,4.543294782270004,2.6210526315789475,9,0.0,0,235.89473684210526,2200,95,0.44552754643368064,0.11457393543409782
151,PRV51608,No,20,3.044522437723423,28,3.367295829986474,2.4642857142857144,8,0.0,0,255.0,1900,28,0.40499856584430344,0.09498556771292013
152,PRV51474,No,15,2.772588722239781,28,3.367295829986474,2.1666666666666665,7,0.0,0,362.0,2280,30,0.7413026457140682,0.15789741345821537
153,PRV51403,No,35,3.58351893845611,93,4.543294782270004,2.2788461538461537,8,0.0,0,221.25,3300,104,1.1218664148834583,0.19734097986596597
154,PRV51636,No,6,1.9459101490553132,186,5.231108616854587,2.527156549520767,10,0.0,0,341.91693290734827,3300,313,3.9546967286995627,0.5781320032292774
155,PRV51369,Yes,2,1.0986122886681098,963,6.871091294610546,2.6044167066730677,10,0.0009601536245799327,2,288.96303408545367,6060,2083,6.943526209973872,0.8166956662043963
156,PRV51398,No,13,2.6390573296152584,58,4.07753744390572,2.9176470588235293,9,0.0,0,318.11764705882354,3300,85,1.8921228929833496,0.4480548892844888
157,PRV52099,No,29,3.4011973816621555,69,4.248495242049359,2.7045454545454546,9,0.0,0,197.38636363636363,1000,88,1.1421304040897189,0.3185828213356513
158,PRV56577,No,127,4.852030263919617,240,5.484796933490655,2.5824561403508772,10,0.0,0,215.5438596491228,3300,285,0.8518238035861893,0.25266392399783716
159,PRV51929,No,36,3.6109179126442243,101,4.624972813284271,2.4563106796116503,9,0.0,0,345.92233009708735,3300,103,1.0852962148899998,0.11306170297487379
160,PRV51873,Yes,61,4.127134385045092,105,4.663439094112067,2.5677966101694913,9,0.0,0,343.0508474576271,3300,118,0.7100579650320625,0.2018811026882594
161,PRV52342,No,73,4.30406509320417,148,5.003946305945459,2.413173652694611,9,0.0,0,330.47904191616766,3300,167,0.8701872716761759,0.20563284322920822
162,PRV52433,No,4,1.6094379124341003,62,4.143134726391533,2.3294117647058825,9,0.0,0,259.52941176470586,2700,85,3.058566569009363,0.3857701995706657
163,PRV55269,No,21,3.091042453358316,124,4.8283137373023015,2.7041420118343193,9,0.0,0,233.66863905325442,3300,169,2.0972555105595188,0.3803478428303225
164,PRV56442,Yes,51,3.9512437185814275,558,6.326149473155099,2.625300240192154,10,0.0,0,278.7429943955164,5300,1249,3.2021525682794296,0.8494289343398089
165,PRV55554,No,3,1.3862943611198906,66,4.204692619390966,2.08974358974359,10,0.0,0,207.43589743589743,3300,78,3.2586202955465016,0.24813984117260784
166,PRV55462,Yes,45,3.828641396489095,823,6.714170529909472,2.673241288625904,10,0.0,0,298.310322156476,3300,1521,3.5231934723744476,0.6668515566366501
167,PRV51399,Yes,54,4.007333185232471,143,4.969813299576001,2.5753424657534247,10,0.00684931506849315,1,915.5479452054794,84460,146,1.0307627313965508,0.11413874001438686
168,PRV51518,No,12,2.5649493574615367,43,3.784189633918261,2.7083333333333335,10,0.0,0,227.5,2100,48,1.4101743124030681,0.19558284455132977
169,PRV51836,Yes,4,1.6094379124341003,644,6.4692503167957724,2.6426978818283167,10,0.0,0,281.4938684503902,5600,1794,6.103635299176711,1.059757465619236
170,PRV56248,No,10,2.3978952727983707,477,6.169610732491456,2.565310492505353,10,0.0,0,303.2012847965739,3300,934,4.536963005479702,0.7217493263099105
171,PRV55215,Yes,525,6.26530121273771,2517,7.831220214604293,2.707692307692308,10,0.0,0,285.3107692307692,16400,3250,1.839018029168075,0.33017716130662045
172,PRV52120,Yes,47,3.871201010907891,956,6.863803391452954,2.6378986866791743,10,0.0009380863039399625,1,305.3658536585366,7700,1066,3.125708508096181,0.19478613170396467
173,PRV54895,Yes,23,3.1780538303479458,1466,7.2909747781429814,2.5933585785027673,10,0.0011651616661811825,2,292.63326536556946,14060,3433,5.005930924135479,0.8927069169637536
